FoodID,FoodName,Alcohol,Carbohydrates,Calcium,Cholesterol,Calories,Kilojules,Fattotal,Glucose,Iron,Lactose,Magnesium,Potassium,Selenium,Sodium,Starchtotal,Sugarstotal,Water,Zinc
A217,"Cookie, oat & fruit, composite",0,68.68,31.0,12.5,458.76,1926.91,18.27,2.73,1.66,0.18,43.8,219,3.28,346,33.95,34.73,4.17,0.82
A219,"Biscuit, wafer, cream filled, chocolate & vanilla",0,70.95,20.0,1.53,494.39,2073.76,21.93,0,0.47,0,15,73,11,110,32.55,38.4,2.26,0.23
A22,"Bread, wholemeal, toasted",0,46.7,39.0,0,239.88,1017.36,1.7,0,2.1,0,61,268,3.7,746,45.0,1.7,31.6,1.52
A231,"Bread roll, wholegrain, prepacked, composite",0,46.98,76.0,0,254.95,1079.75,3.04,0,1.4,0,29.5,150,5.33,420,45.84,1.14,36.48,1.35
A232,"Bread roll, mixed grain, composite, commercial",0,47.5,58.0,0,256.25,1085.94,2.51,0,1.4,0,43,160,2.92,440,46.16,1.34,32.43,1.3
A233,"Cracker, rice, barbecue flavoured, composite",0,80.7,18.6,0,375.61,1592.83,2.8,0,0.47,0,18.1,84.6,0,358,79.5,1.2,3.55,1.32
A234,"Bread, plain, Panini, prepacked, composite",0,46.81,54.2,0,299.96,1264.38,8.37,0,1.11,0,31.5,152,9.65,524,43.26,3.55,27.6,1.08
A235,"Bread, garlic, made with butter, pita, prepaked",0,39.0,33.6,0,310.46,1302.46,13.59,0,0.83,0,24.9,120,13,504,36.95,2.05,32.55,0.73
A24,"Cake, tea-cake, toasted",0,54.3,50.0,20,327.47,1381.36,8.3,6.6,1.3,0.4,32,240,3.7,300,38.1,16.2,18.6,0.8
A25,"Bun, currant, composite",0,49.3,40.0,17,295.25,1245.45,7.5,6.9,1.3,0.4,27,210,1,230,34.2,15.1,27.7,0.6
A27,"Cake, Madeira",0,49.44,120.0,73,329.96,1386.64,12.55,0,0.91,1.2,14,140,11,340,17.69,31.75,26.15,0.62
A28,"Cake, sponge, jam filled",0,61.0,50.0,33,304.97,1290.01,4.9,8.1,1.3,0,14,140,3.4,420,15.0,46.0,24.5,0.5
A33,"Cracker, wheat, starch reduced, crispbread",0,33.8,23.0,0,384.63,1625.19,7.6,0,1.0,0,61,210,2.9,610,26.8,7.0,4.9,2.8
A42,"Bread, mixed grain, heavy, sliced, prepacked, Mixed Grain, Vogel's & Burgen, upper North Island",0,38.89,74.0,0,211.78,897.26,2.23,0,1.5,1.4,30,220,4.07,370,36.19,2.7,44.17,1.1
A43,"Bread, mixed grain, light, sliced, prepacked, composite, upper North Island",0,45.62,110.0,0,243.94,1033.83,2.32,0,1.6,0,38,210,3.57,490,43.07,2.55,37.63,1.2
A45,"Bread, wholemeal, pita, composite",0,41.85,38.2,0,227.9,965.79,2.24,0,1.81,0,73,217,19,324,39.65,2.2,35.85,1.63
A46,"Bread, wheat & oat, sliced",0,40.15,48.0,0,217.71,922.67,2.07,0,2.09,0,49,241,5.29,585,38.67,1.48,39.97,1.4
A5,"Biscuit, ginger flavoured, Gingernuts, composite",0,77.71,64.0,2.08,411.5,1737.63,8.98,3.05,1.7,0,22,220,0.93,190,40.26,37.45,4.21,0.55
A6,"Biscuit, Matzo",0,78.9,23.0,15,374.88,1590.87,1.9,0,1.0,0,20,150,2.9,17,74.9,4.0,6.7,0.7
A62,"Biscuit, with toasted coconut, Krispie, Griffin's",0,65.41,21.0,17.4,436.25,1832.8,17.02,0,0.87,0,23,170,0.7,340,39.06,26.35,2.94,0.66
A63,"Biscuit, shortbread, composite",0,59.66,20.0,29.4,475.59,1991.4,23.87,0,0.62,0,19,82,4.7,280,46.76,12.9,3.89,0.44
A64,"Biscuit, with malt extract, Malt, composite",0,71.1,27.0,7.08,435.95,1835.88,13.52,1.15,0.88,0.95,24,170,1.2,410,51.75,19.35,3.08,0.72
A65,"Biscuit, Shrewsbury",0,65.23,13.9,5.3,425.19,1786.89,16.15,3.8,0.62,0.25,15.4,109,3,267,35.78,29.45,6.05,0.56
A66,"Biscuit, peanut brownie, composite",0,64.42,36.0,11.8,480.91,2016.81,21.64,0.25,1.4,0,49,190,4.4,400,35.77,28.65,4.1,0.94
A67,"Biscuit, chocolate cream, composite",0,65.33,45.4,6,467.02,1959.23,20.5,1.2,0.47,1.4,22.4,168,3,254,32.58,32.75,2,0.56
A68,"Biscuit, flat fruit, composite",0,69.29,49.8,5.1,335.43,1419.75,4.65,18.85,1.6,0.15,27.4,601,3,177,23.54,45.75,16.1,0.7
A7,"Biscuit, oatcake",0,57.4,23.0,8,434.18,1822.38,18.3,0,1.0,0,100,340,2.9,1230,54.5,2.9,5.5,2.3
A71,"Biscuit, milk chocolate & marshmallow, MallowPuffs, Griffin's",0,63.94,96.6,6.1,426.42,1791.54,16.6,2.7,1.93,5.65,33.4,202,1.35,114,13.69,50.25,11.98,0.62
A73,"Biscuit, Macaroons",0,59.0,78.0,7.83,474.68,1987.11,24.23,2.3,2.1,4.95,40,330,1.1,160,17.15,41.85,6.07,0.99
A74,"Biscuit, mint, chocolate coated, composite",0,63.28,76.0,7.3,504.74,2112.99,25.73,1.25,4.4,2.75,64,250,2.8,120,16.48,46.8,1.83,1.1
A76,"Biscuit, Squiggles, Griffin's",0,58.88,105.0,9.6,498.46,2084.97,26.8,2.4,1.19,4.5,31.4,244,3,141,5.58,53.3,2,0.85
A8,"Biscuit, plain, water",0,69.0,23.0,3,431.82,1819.61,12.5,0,1.0,0,19,140,2.9,470,66.8,2.2,4.5,0.7
A82,"Biscuit, Cabin, hard, Pacific Island",0,70.12,20.3,3,395.35,1670.3,7.95,0.05,1.85,0,32.4,171,2,648,66.4,3.72,3.1,0.6
A9,"Biscuit, with cream filling, composite",0,66.02,41.2,2.8,460.99,1934.66,19.65,0.25,0.5,1.2,14.6,133,3,254,34.47,31.55,1.6,0.47
A93,"Biscuit, basic, British recipe, baked",0,60.7,23.0,97,465.88,1952.49,22,0,1.0,0.2,12,88,6.4,220,35.2,25.5,8.4,0.5
A96,"Muffin, English, bread-like, assorted flavours, toasted, Homestyle, composite",0,40.6,69.6,0,206.12,875.29,0.58,0.91,0.87,0,23.4,154,31.8,342,36.61,3.99,43.99,1.04
B1003,"Liqueur, cream based",13.5,22.8,18.0,41.9,330.6,1374.8,16.1,0,0.1,0.8,2,19,0,89,0.0,22.8,44.4,0.2
B1009,"Spirit, whiskey, 86 proof",36,0.1,0.0,0,252.4,1045.7,0,0,0.02,0,0,1,0,0,0.0,0.1,63.9,0.02
B1010,"Spirit, gin, 90 proof",37.9,0.0,0.0,0,265.3,1099.1,0,0,0.0,0,0,0,0,2,0.0,0.0,62.1,0.0
B1011,"Spirit, vodka, 80 proof",33.4,0.0,0.0,0,233.8,968.6,0,0,0.01,0,0,1,0,1,0.0,0.0,66.6,0.0
B1012,"Spirit, rum, 80 proof",33.4,0.0,0.0,0,233.8,968.6,0,0,0.12,0,0,2,0,1,0.0,0.0,66.6,0.07
B1015,"Beer, high-strength (> 5% alcohol by volume), composite",4.53,0.23,4.06,0,34.61,143.7,0,0.02,0.01,0,9.33,54.88,0,4.35,0.0,0.23,91,0.0
B1016,"Beer, full-strength (5% alcohol by volume), composite",3.67,0.05,4.4,0,27.49,114.07,0,0,0.0,0,6.3,35.88,0,4.55,0.0,0.05,93,0.0
B1017,"Beer, mid-strength (4% alcohol by volume), composite",3.01,0.04,4.05,0,22.41,93.0,0,0,0.0,0,5.28,30.38,0,3.41,0.0,0.04,94.1,0.0
B1018,"Beer, low-strength (2.5% alcohol by volume), composite",2.07,0.02,2.91,0,15.4,63.88,0,0,0.01,0,4.97,27.29,0,3.24,0.0,0.02,94.5,0.0
B1019,"Wine, white, dry, (13% alcohol by volume), composite, Chardonnay",10.25,0.27,6.89,0,74.0,306.83,0,0.13,0.17,0,10.89,52.25,0,3.81,0.0,0.27,87.7,0.1
B1020,"Wine, white, dry, (11% alcohol by volume), composite, Semillon",8.96,0.23,9.31,0,64.45,267.19,0,0.1,0.21,0,7.53,57.13,0,6.18,0.0,0.23,89.2,0.08
B1021,"Wine, white, dry, (12% alcohol by volume), composite, Sauvignon Blanc",9.9,0.27,7.74,0,71.16,295.02,0,0.09,0.09,0,8.15,56.25,0,2.31,0.0,0.27,88.3,0.06
B1022,"Wine, white, medium dry, (12% alcohol by volume), composite, Riesling",9.61,0.43,10.4,0,69.78,289.36,0,0.12,0.08,0,21.59,44,0,5.23,0.0,0.43,88.5,0.08
B1023,"Wine, white, sparkling, (12% alcohol by volume), composite",9.74,0.97,6.88,0,72.85,302.3,0,0.47,0.19,0,9.13,35.38,0,2,0.0,0.97,88.3,0.08
B1024,"Wine, white, sweet, dessert, (11.5% alcohol by volume), composite",8.46,14.7,14.75,0,119.61,502.01,0,5.6,0.19,0,18.63,101,0,12.68,0.0,14.7,71.2,0.09
B1025,"Wine, red, (14% alcohol by volume), composite, Shiraz",11.48,0.15,6.48,0,81.75,338.84,0,0.08,0.18,0,15,115,0,6.81,0.0,0.15,85.5,0.09
B1026,"Wine, red, (14% alcohol by volume), composite, Cabernet Sauvignon",11.03,0.22,7.15,0,79.29,328.72,0,0.13,0.15,0,13.25,117.13,0,4.01,0.0,0.22,86.1,0.07
B1027,"Wine, red, (14% alcohol by volume), composite, Merlot",10.95,0.36,7.14,0,79.3,328.79,0,0.19,0.17,0,12.54,90.75,0,4.75,0.0,0.36,86.3,0.07
B1028,"Wine, red, (13.5% alcohol by volume), composite, Pinot Noir",10.72,0.16,6.76,0,76.5,317.09,0,0.11,0.17,0,15.5,91.38,0,2.51,0.0,0.16,86.9,0.1
B1029,"Wine, rose, (12% alcohol by volume), composite",9.36,0.74,8.15,0,69.29,287.44,0,0.24,0.08,0,11.49,51,0,4.75,0.0,0.74,88.2,0.06
B1030,"Cider, apple, (5% alcohol by volume), composite",3.91,5.6,2.73,0,49.8,208.71,0,1.7,0.02,0,1.86,55.5,0,3.04,0.0,5.6,89.2,0.01
B1031,"Mixed drink, bourbon whiskey & regular cola, 7% alcohol by volume, ready-to-drink (RTD), pre-mixed, commercial, composite",5.3,8.0,1.02,0,69.1,289.7,0,3.2,0.0,0,0.15,2.5,0,4,0.0,8.0,85.92,0.0
B1032,"Mixed drink, bourbon whiskey & regular cola, 5% alcohol by volume, ready-to-drink (RTD), pre-mixed, commercial, composite",3.5,5.7,0.84,0,47.3,198.4,0,2.3,0.0,0,0.13,0.5,0,4.7,0.0,5.7,88.51,0.0
B1033,"Mixed drink, vodka & non-cola flavoured soft drink, 7% alcohol by volume, ready-to-drink (RTD), pre-mixed, commercial, composite",5.1,6.1,0.6,0,60.1,251.6,0,1.3,0.0,0,0.13,0,0,17.5,0.0,6.1,86.94,0.0
B1034,"Mixed drink, vodka & non-cola flavoured soft drink, 5% alcohol by volume, ready-to-drink (RTD), pre-mixed, commercial, composite",3.5,7.3,0.82,0,53.7,225.6,0,1.4,0.0,0,0.15,0.5,0,25,0.0,7.3,88.83,0.0
B1035,"Mixed drink, vodka & chocolate flavoured milk blend, 4% alcohol by volume, ready-to-drink (RTD), pre-mixed, commercial, Mudshake",2.9,11.1,65.0,8.6,97.57,409.24,2.6,0,0.0,1.8,6,83,0.8,86,0.0,11.1,79.31,0.22
B1036,"Mixed drink, vodka & non-chocolate flavoured milk blend, 4% alcohol by volume, ready-to-drink (RTD), pre-mixed, commercial, Mudshake",2.8,10.6,68.0,8.6,93.87,393.7,2.5,0,0.0,1.7,6.6,82,1.4,89,0.0,10.6,79.79,0.24
B1037,"Mixed drink, rum or whiskey (30mL) & regular cola (120mL), 8% alcohol by volume, ready-to-drink (RTD), pub or home-mixed",6.45,6.44,0.73,0,70.89,296.45,0,2.69,0.01,0,0.13,2.64,0,0.91,0.0,6.44,85.17,0.01
B1038,"Mixed drink, rum or whiskey (60mL) & regular cola (190mL), 10% alcohol by volume, ready-to-drink (RTD), pub or home-mixed",7.76,6.14,0.7,0,78.92,329.57,0,2.56,0.02,0,0.12,2.59,0,0.89,0.0,6.14,84.25,0.01
B1039,"Mixed drink, vodka (60mL or two single shots) & lemonade (190mL), 10% alcohol by volume, ready-to-drink (RTD), pub or home-mixed",7.47,7.69,1.48,0,83.05,347.34,0,1.47,0.0,0,0.75,4.11,0,5.19,0.0,7.69,84.92,0.0
B1040,"Mixed drink, vodka (60mL) & orange juice (190mL), 10% alcohol by volume, ready-to-drink (RTD), pub or home-mixed",7.47,6.06,7.06,0,79.2,330.88,0.08,1.09,0.06,0,7.53,136.85,0,1.39,0.01,6.05,83.06,0.02
B1041,"Mixed drink, vodka (60mL) & energy drink V (190mL), 10% alcohol by volume, ready-to-drink (RTD), pub or home-mixed",7.47,8.0,0.57,0,84.29,352.62,0,1.01,0.0,0,0.05,1.65,0,85.61,0.0,8.0,83.22,0.0
B1042,"Mixed drink, gin (30mL) & tonic water (120mL), 9% alcohol by volume, ready-to-drink (RTD), pub or home-mixed",7.04,7.17,0.81,0,77.95,325.99,0,3.58,0.01,0,0,0,0,3.63,0.0,7.17,85.71,0.08
B11,"Cider, dry",3.8,1.1,8.0,0,31.0,128.9,0,0.6,0.49,0,3,72,1.5,7,0.0,1.1,92.5,0.0
B12,"Cider, sweet",3.7,2.6,8.0,0,36.3,151.5,0,1,0.49,0,3,72,1.5,7,0.0,2.6,91.2,0.0
B13,"Cider, vintage",10.5,6.29,5.0,0,98.66,411.43,0,1.8,0.31,0,4,97,1.5,2,0.0,6.29,80.6,0.0
B15,"Liqueur, cherry brandy",19,32.6,0.5,0,263.4,1105.2,0,16.5,0.07,0,2,15,0,3,0.0,32.6,47.7,0.03
B16,"Liqueur, Curacao",29.3,27.0,0.5,0,313.1,1308.7,0,0.9,0.07,0,2,15,0,3,0.0,27.0,42.9,0.03
B17,"Port, wine, fortified",15.9,12.31,4.0,0,161.04,672.5,0,5.06,0.4,0,11,97,0,4,0.0,12.31,71.1,0.27
B18,"Sherry, dry",15.7,1.34,7.0,0,116.01,481.27,0,0.67,0.39,0,13,57,0,10,0.0,1.34,81,0.27
B19,"Sherry, medium",14.8,8.3,9.0,0,137.3,572.43,0,3.6,0.53,0,8,89,0,6,0.0,8.3,80.5,0.27
B20,"Sherry, sweet",15.6,10.33,7.0,0,151.78,633.36,0,4.44,0.37,0,11,110,0,13,0.0,10.33,74.81,0.0
B21,"Spirit, 70 proof, composite",31.7,0.1,0.0,0,222.3,921.0,0,0,0.03,0,0,1,0,2,0.0,0.1,68.3,0.04
B22,"Vermouth, dry",13.9,5.4,7.0,0,119.15,495.96,0,1.9,0.34,0,5,40,0,17,0.0,5.4,79.5,0.04
B23,"Vermouth, sweet",13,15.7,6.0,0,153.8,643.9,0,6.1,0.36,0,4,30,0,28,0.0,15.7,70.6,0.03
B35,"Beer, low alcohol, composite",1,0.57,1.4,0,9.87,41.19,0.01,0,0.0,0,2,10.9,0.05,1.5,0.57,0.0,97.2,0.0
B38,"Toddy, coconut, fermented",5.1,7.87,0.0,0,70.88,297.04,0.3,3.4,0.0,0,4.2,137,0,43.4,0.0,7.87,89.2,0.0
B39,"Liqueur, coffee flavoured",21,45.9,1.0,0,334.66,1406.07,0.4,5,0.1,0,4,35,0,9,0.0,45.9,36.5,0.0
B40,"Sake, dry",13.9,5.5,7.0,0,119.8,498.73,0,2.2,0.3,0,5,40,1,17,0.0,5.5,79,0.0
B5,"Beer, extra stout",4.3,3.8,5.0,0,46.55,194.61,0,0,0.02,0,9,86,0.05,4,3.7,0.1,92.1,0.0
B9,"Beer, stout",2.9,2.3,8.0,0,30.75,128.51,0,0,0.05,0,8,45,0.05,23,2.2,0.1,91.3,0.0
C100,"Flavoured drink, assorted flavours, dry powder, Refresh, fortified vitamin C",0,92.75,39.0,0,376.83,1600.75,0.62,0.85,0.2,0,0.8,2.8,0.7,187,0.0,92.75,1.16,0.03
C1001,"Drink, rice milk, ready to drink, Original Lactose Free Beverage Low Fat & Natural, Rice Dream",0,5.65,6.9,0,30.45,128.39,0.81,0.4,0.04,0,3.8,18,0.1,36,1.4,4.25,88.99,0.08
C1002,"Drink, rice milk, ready to drink, Rice milk Original, Vitasoy, fortified Ca & P",0,8.55,54.0,0,45.01,190.0,1.04,4.75,0.05,0,4.8,27,0.42,64,3.1,5.45,89.08,0.03
C1003,"Drink, rice milk, ready to drink, Rice milk , Vitasoy, fortified protein, Ca & P",0,6.3,67.0,0,40.96,172.72,1.09,3.1,0.17,0,11,75,0.81,61,0.5,5.8,87.02,0.13
C1004,"Drink, rice milk, ready to drink, Rice Drink Original, Rice Dream, fortified  vitamins A, D & B12, Ca & P",0,5.65,110.0,0,30.38,128.09,0.81,0.4,0.04,0,3.8,18,0.1,36,1.4,4.25,88.79,0.08
C1005,"Drink, rice milk, ready to drink, Rice Drink Vanilla, Rice Dream, fortified  vitamins A, D & B12, Ca & P",0,5.65,110.0,0,30.59,129.0,0.81,0.4,0.04,0,3.8,18,0.1,36,1.4,4.25,87.87,0.08
C1006,"Drink, rice milk, ready to drink, Rice milk, Get Natural, fortified Ca & P",0,4.0,48.0,0,21.01,88.67,0.5,1.15,0.02,0,1.4,23,0.1,86,1.0,3.0,88.14,0.01
C1007,"Drink, rice milk, ready to drink, Organic Rice Lactose Free Drink Original, Signature Range",0,6.75,0.65,0,38.64,162.83,1.1,0.3,0.03,0,4.3,30,0.23,61,1.9,4.85,87.8,0.09
C101,"Flavoured drink, assorted flavours, dry powder, Refresh Active, fortified vitamin C",0,92.75,39.0,0,376.83,1600.75,0.62,0.85,0.2,0,0.8,2.8,0,187,0.0,92.75,1.16,0.03
C1017,"Drink, probiotic, assorted flavours, Activate Body Boost Shots, Meadow Fresh, fortified vitamins A, B1, B3, B5, B6, C & E, & Zn",0,8.0,138.0,3.3,43.6,184.3,0.8,0.7,0.0,1.5,11,153,1,16.3,2.0,6.0,89,3.0
C1020,"Smoothie, fruit with spirulina, ready to drink, composite, fortified vitamin C",0,11.69,7.8,0,53.11,225.34,0.31,3.5,0.46,0,16,230,0.2,6.4,0.7,10.99,82.5,0.1
C1021,"Smoothie, fruit with spirulina, ready to drink, Spirulina Goodness Smoothie with Banana, Arano",0,11.69,7.8,0,53.11,225.34,0.31,3.5,0.46,0,16,230,0.2,6.4,0.7,10.99,85.8,0.1
C1022,"Smoothie, berry, ready to drink, composite, fortified vitamin C",0,10.8,7.5,0,47.7,202.38,0.27,3.66,0.17,0,12,180,0.2,2,0.4,10.4,86.05,0.07
C1023,"Smoothie, feijoa, ready to drink, Feijoa Smoothie, Simply Squeezed, fortified vitamins A, C, E & folate, & Ca",0,11.28,28.0,0,46.93,199.3,0.13,0.65,0.05,0,2.6,62,0.2,2.2,0.05,11.23,85.9,0.02
C1024,"Smoothie, feijoa, ready to drink, Feijoa Fling Smoothie, SeJuice, fortified vitamin C",0,11.28,3.9,0,46.93,199.3,0.13,0.65,0.04,0,2.6,68,0.19,2.2,0.05,11.23,85.9,0.02
C1026,"Non alcoholic beverage, kava, prepared",0,0.8,4.7,0,4.36,18.42,0.1,0,0.38,0,1.59,63,0,2.8,0.8,0.0,99.05,0.06
C1027,"Drink, therapeutic meal replacement, ready to drink, Fortisip Vanilla, Nutricia",0,18.32,91.0,0,147.98,621.67,5.8,0,2.4,0,23,159,8.6,90,9.6,8.72,78,1.8
C1028,"Juice concentrate, blackcurrant, frozen",0,33.0,121.0,0,144.0,611.38,0.5,13.9,2.2,0,121,1280,0,18,0.0,33.0,40.6,0.64
C1029,"Juice concentrate, boysenberry, frozen",0,38.0,76.0,0,173.1,735.18,0.4,18.3,0.14,0,122,1100,0,10,0.1,37.9,40.1,1.28
C1030,"Energy drink, assorted flavours, ready to drink, V, Frucor, composite, fortified vitamins B2, B3, B5, B6 & B12",0,10.3,0.74,0,41.2,175.1,0,1.3,0.0,0,0.07,1.84,0,110,0.0,10.3,88.01,0.0
C1031,"Energy drink, sugar free, V, Frucor, fortified vitamins B2, B3, B5, B6 & B12",0,0.0,0.74,0,0.0,0.0,0,0,0.0,0,0.07,1.84,0,110,0.0,0.0,98.37,0.0
C1032,"Sports water, assorted flavours, ready to drink, Mizone, Frucor, composite, fortified vitamins B3, B5, B6, B12 & C",0,2.5,0.25,0,10.0,42.5,0,0,0.0,0,1.54,5.8,0,0,0.0,2.5,97.15,0.0
C1033,"Sports drink, assorted flavours, Isopower, Mizone, Frucor, composite, fortified vitamins B3, B5, B6 & B12",0,6.0,0.25,0,24.0,102.0,0,1.9,0.0,0,1.54,5.8,0,28,0.0,6.0,97.15,0.0
C1034,"Sports drink, assorted flavours, Isopower, Low Carb, Mizone, composite, fortified vitamins B3, B5, B6, B12 & C",0,3.4,0.25,0,13.6,57.8,0,1.8,0.0,0,1.54,5.8,0,24,0.0,3.4,97.15,0.0
C1036,"Baking cocoa, cocoa, powder, Cocoa, Bournville, Cadbury",0,12.4,182.0,0,290.7,1215.73,15.8,0,9.8,0,620,2700,11,102,10.7,1.7,2.7,7.5
C1037,"Energy food drink, chocolate, dry powder, Drinking Chocolate, Cadbury",0,85.1,44.0,0,383.58,1627.07,2.5,0,2.7,0,137,850,2,0,4.7,80.4,0.9,1.71
C1038,"Energy food drink, chocolate, dry powder, Chocolatte Frothy Classic & Extreme Choc, Jarrah",0,42.5,920.0,8.56,320.05,1348.59,9.3,0,8.6,33.9,167,2200,5,1470,6.5,36.0,2.9,2.3
C1039,"Tea beverage, green, brewed, composite",0,0.0,1.03,0,0.18,0.74,0,0,0.03,0,0.73,8.3,0,1.3,0.0,0.0,99.82,0.01
C1040,"Tea beverage, black, brewed, composite",0,0.0,0.94,0,0.0,0.0,0,0,0.01,0,1.34,17.7,0,1.1,0.0,0.0,99.83,0.02
C1041,"Tea beverage, black decaffeinated, brewed, composite",0,0.0,0.94,0,0.0,0.0,0,0,0.01,0,1.34,0,0,1.1,0.0,0.0,99.85,0.02
C1042,"Coffee, instant, dry powder, composite",0,0.4,140.0,0,99.55,421.96,0.9,0,3.5,0,400,3500,0,40,0.4,0.0,3.2,0.33
C1043,"Coffee, instant, decaffeinated, dry powder, composite",0,0.4,140.0,0,100.45,425.66,1,0,3.5,0,400,0,0,40,0.4,0.0,3.3,0.33
C1044,"Coffee mix, instant,  dry powder, Cafe Menu Cappuccino, Nescafe",0,35.0,400.0,4.49,404.3,1689.53,23,0,0.13,24.9,90,1390,4,720,5.7,29.3,1.5,1.29
C1045,"Coffee beverage, espresso, ready to drink, cafe variety, composite",0,0.0,9.1,0,13.03,54.36,0.8,0,0.09,0,34,470,0,0,0.0,0.0,96.28,0.06
C1046,"Coffee beverage, brewed from grounds, plunger prepared, composite",0,0.0,1.27,0,13.03,54.36,0.8,0,0.03,0,3,46,0,1,0.0,0.0,99.38,0.0
C1047,"Coffee beverage, brewed from grounds, dripped prepared, composite",0,0.0,1.17,0,13.03,54.36,0.8,0,0.0,0,3.1,48,0,0.8,0.0,0.0,99.38,0.0
C1048,"Coffee beverage, instant, dry powder with water, prepared",0,0.0,2.9,0,0.72,3.07,0.01,0,0.03,0,3.42,27.74,0,1.26,0.0,0.0,99.29,0.0
C1049,"Coffee beverage, instant, dry powder with water & milk standard 3.3% fat, prepared",0,0.56,17.24,1.34,7.98,33.43,0.39,0,0.03,0.56,4.63,45.62,0.12,5.76,0.0,0.56,97.77,0.04
C1050,"Coffee beverage, instant, decaffeinated, dry  powder with water, prepared",0,0.0,2.82,0,0.67,2.84,0.01,0,0.02,0,3.18,2.28,0,1.24,0.0,0.0,99.34,0.0
C1051,"Coffee beverage, instant, decaffeinated, dry powder with water & milk standard 3.3% fat, prepared",0,0.56,17.17,1.34,7.93,33.22,0.39,0,0.03,0.56,4.39,20.27,0.12,5.74,0.0,0.56,97.83,0.04
C1052,"Coffee beverage, instant, dry powder with water & milk trim 0.5% fat, prepared",0,0.61,19.63,0.36,5.37,22.76,0.04,0,0.03,0.61,4.79,46.16,0.11,5.88,0.0,0.61,98.03,0.05
C1053,"Coffee beverage, instant, decaffeinated, dry powder with water & milk trim 0.5% fat, prepared",0,0.61,19.56,0.36,5.32,22.54,0.04,0,0.03,0.61,4.56,20.81,0.11,5.86,0.0,0.61,98.09,0.05
C1055,"Coffee beverage, long black, double shot, regular takeaway cup, 285 mL, ready to drink, cafe variety",0,0.0,3.29,0,2.51,10.49,0.15,0,0.02,0,6.97,92.56,0,0.79,0.0,0.0,99.27,0.01
C1056,"Coffee beverage, flat white, double shot & milk standard 3.3% fat, regular cafe cup,190 mL, ready to drink, cafe variety",0,3.04,82.73,7.32,43.99,184.05,2.34,0,0.04,3.04,18.25,254.64,0.63,25.26,0.0,3.04,90.49,0.24
C1057,"Coffee beverage, flat white, double shot & milk standard 3.3% fat, regular takeaway cup, 285 mL, ready to drink, cafe variety",0,3.51,94.24,8.46,48.84,204.33,2.58,0,0.04,3.51,15.79,220.98,0.73,29.21,0.0,3.51,89.58,0.27
C1058,"Coffee beverage, flat white, single shot & milk standard 3.3% fat, regular cafe cup, 190 mL, ready to drink, cafe variety",0,3.69,98.56,8.89,50.65,211.93,2.67,0,0.03,3.69,14.87,208.35,0.77,30.69,0.0,3.69,89.24,0.28
C1059,"Coffee beverage, flat white, single shot & milk standard 3.3% fat, regular takeaway cup, 285 mL, ready to drink, cafe variety",0,3.96,105.22,9.55,53.45,223.67,2.81,0,0.03,3.96,13.44,188.86,0.83,32.98,0.0,3.96,88.72,0.3
C1060,"Coffee beverage, flat white, double shot & milk trim 0.5% fat, regular cafe cup 190 mL, cafe variety",0,3.32,95.77,1.99,29.7,125.66,0.44,0,0.04,3.32,19.13,257.62,0.62,25.93,0.0,3.32,91.87,0.29
C1061,"Coffee beverage, flat white, double shot & milk trim 0.5% fat, regular takeaway cup, 285 mL, cafe variety",0,3.84,109.32,2.3,32.3,136.81,0.38,0,0.04,3.84,16.81,224.42,0.72,29.99,0.0,3.84,91.18,0.33
C1062,"Coffee beverage, flat white, single shot & milk trim 0.5% fat, regular cafe cup, 190 mL, cafe variety",0,4.03,114.4,2.42,33.28,140.99,0.36,0,0.03,4.03,15.94,211.98,0.76,31.51,0.0,4.03,90.92,0.34
C1063,"Coffee beverage, flat white, single shot & milk trim 0.5% fat, regular takeaway cup, 285 mL, cafe variety",0,4.33,122.25,2.6,34.79,147.45,0.33,0,0.03,4.33,14.59,192.75,0.81,33.85,0.0,4.33,90.52,0.36
C1064,"Coffee beverage, latte, double shot & milk standard 3.3% fat, large cafe cup, 300 mL, cafe variety",0,3.39,91.32,8.17,47.61,199.18,2.52,0,0.04,3.39,16.42,229.53,0.71,28.21,0.0,3.39,89.81,0.27
C1066,"Coffee beverage, latte, double shot & milk standard 3.3% fat, medium takeaway cup, 400 mL, cafe variety",0,3.66,97.78,8.81,50.32,210.55,2.65,0,0.03,3.66,15.04,210.64,0.76,30.42,0.0,3.66,89.3,0.28
C1067,"Coffee beverage, latte, single shot & milk standard 3.3% fat, large cafe cup, 300 mL, cafe variety",0,3.88,103.28,9.36,52.64,220.25,2.77,0,0.03,3.88,13.86,194.54,0.81,32.31,0.0,3.88,88.87,0.29
C1068,"Coffee beverage, latte, single shot & milk standard 3.3% fat, medium takeaway cup, 400ml, cafe variety",0,4.04,107.04,9.73,54.22,226.87,2.85,0,0.03,4.04,13.06,183.54,0.84,33.6,0.0,4.04,88.57,0.3
C1069,"Coffee beverage, latte, double shot & milk trim 0.5% fat, large cafe cup, 300 mL, cafe variety",0,3.71,105.88,2.22,31.64,133.98,0.4,0,0.04,3.71,17.4,232.86,0.69,28.96,0.0,3.71,91.36,0.32
C107,"Juice, apple & blackcurrant, Fresh Up, fortified vitamin C",0,9.6,5.0,0,43.26,183.81,0.04,2,0.07,0,4,18,0,2,0.0,9.6,88.5,0.03
