FoodID,FoodName,Alcohol,Carbohydrates,Calcium,Cholesterol,Calories,Kilojules,Fattotal,Glucose,Iron,Lactose,Magnesium,Potassium,Selenium,Sodium,Starchtotal,Sugarstotal,Water,Zinc
L1159,"Avocado, flesh, fresh, raw, Hass, New Zealand",0,0.08,9.55,0,211.7,871.35,22.7,0,0.4,0,28,520,0.45,11.5,0.08,0.0,67.6,0.58
L116,"Passion fruit, flesh & seed, raw",0,7.39,16.0,0,45.06,190.88,0.5,2.9,1.1,0,39,350,0,28,0.0,7.39,74.4,0.8
L1160,"Persimmon, flesh, fresh, raw, composite, New Zealand",0,12.9,6.9,0,62.5,265.5,0.1,6.4,0.13,0,5.7,165,0,1.5,0.1,12.8,83.9,0.07
L1161,"Date, pitted, flesh, dried, composite",0,64.7,84.0,0,272.58,1157.82,0.5,32.4,1.9,0,66,720,0,6,0.1,64.6,13,0.67
L1162,"Mandarins, flesh, fresh, raw, composite, peak season, New Zealand",0,6.91,23.0,0,31.49,133.71,0.1,0.5,0.15,0,10.9,157,0,1.4,0.01,6.9,87.6,0.06
L1163,"Pear, green to yellow skin, flesh & skin, fresh, raw, composite, peak season, New Zealand",0,7.7,5.8,0,34.1,144.68,0.2,1.1,0.0,0,6,111,0,0,0.3,7.4,84.1,0.1
L1164,"Pear, golden russet - coloured skin, flesh & skin, fresh, raw, composite, peak season, New Zealand",0,7.3,8.3,0,32.28,136.92,0.2,0.8,0.0,0,6.3,122,0,0,0.5,6.8,84,0.09
L1165,"Pear, nashi, gold colour skin, flesh & skin, fresh, raw, composite",0,7.4,3.8,0,32.53,137.98,0.2,2,0.0,0,4.4,92,0,0,0.0,7.4,86.7,0.07
L1166,"Nectarine, yellow, flesh & skin, fresh, raw, composite",0,9.0,6.0,0,41.45,175.91,0.2,1.2,0.14,0,9.3,210,0,0,0.0,9.0,85,0.1
L1167,"Peach, yellow,  flesh and skin, fresh, raw, composite",0,7.4,5.4,0,34.55,146.59,0.2,0.8,0.2,0,8.8,198,0,0,0.0,7.4,86.9,0.11
L1168,"Apricot, flesh & skin, raw, fresh, raw, composite",0,6.3,17.2,0,30.6,129.8,0.2,1.8,0.23,0,11.5,270,0,0,0.0,6.3,86.9,0.2
L117,"Peach, flesh & skin, raw, Flamecrest",0,6.52,6.0,0,35.73,151.1,0.6,0.9,0.33,0,9,230,0.09,3.2,0.02,6.5,88.75,0.14
L1170,"Orange, peeled, seeded, fresh, raw, composite, New Zealand",0,7.84,25.0,0,34.84,148.05,0,1.7,0.0,0,10.9,179,0,0,0.04,7.8,86.2,0.05
L1179,"Mandarins, flesh, fresh, raw, composite, off season",0,9.3,58.0,0,44.25,187.69,0.3,1.8,0.11,0,13.8,183,0,0,0.0,9.3,85.1,0.08
L118,"Peach, flesh & skin, raw, Golden Dust",0,7.34,7.0,0,38.22,161.76,0.54,1,0.38,0,9,224,0.09,4,0.04,7.3,86,0.08
L1180,"Pear, green to yellow skin, flesh & skin, fresh, raw, composite, off season",0,7.8,8.8,0,34.38,145.84,0.2,1.7,0.0,0,6.4,105,0,0,0.3,7.5,85.6,0.11
L1181,"Pear, golden russet - coloured skin, flesh & skin, fresh, raw, composite, off season",0,8.2,9.0,0,35.75,151.69,0.2,1.3,0.13,0,6.3,114,0,0,0.5,7.7,84.1,0.08
L1182,"Orange, peeled, seeded, fresh, raw, composite",0,8.17,29.5,0,37.38,158.8,0.05,1.9,0.06,0,11.1,183,0,0,0.02,8.15,85.95,0.06
L1183,"Mandarin, flesh, fresh, raw, composite",0,8.11,40.5,0,37.87,160.7,0.2,1.15,0.13,0,12.35,170,0,0.7,0.01,8.1,86.35,0.07
L1184,"Pear, green to yellow skin, flesh & skin, fresh, raw, composite",0,7.75,7.3,0,34.24,145.26,0.2,1.4,0.0,0,6.2,108,0,0,0.3,7.45,84.85,0.11
L1185,"Pear, golden russet coloured skin, flesh & skin, fresh, raw, composite",0,7.75,8.65,0,34.01,144.3,0.2,1.05,0.07,0,6.3,118,0,0,0.5,7.25,84.05,0.09
L119,"Peach, flesh & skin, raw, Golden Queen",0,7.34,7.0,0,38.22,161.76,0.54,1,0.38,0,9,224,0.09,4,0.04,7.3,87,0.25
L12,"Apple, cooking, baked with sugar",0,18.42,18.32,0,77.4,328.61,0.28,2.36,0.39,0,4.8,135.12,0.28,3.8,0.36,18.06,76.74,0.11
L120,"Peach, flesh & skin, raw, Mary's Choice",0,7.34,7.0,0,38.22,161.76,0.54,1,0.38,0,9,224,0.09,4,0.04,7.3,86,0.09
L121,"Peach, flesh & skin, raw, Million Dollar",0,7.34,7.0,0,38.22,161.76,0.54,1,0.38,0,9,224,0.09,4,0.04,7.3,89,0.12
L122,"Peach, flesh & skin, raw, Red Haven",0,6.76,5.0,0,34.39,145.66,0.4,0.9,0.52,0,9,190,0.09,2.4,0.06,6.7,87.29,0.24
L123,"Peach, flesh & skin, raw, Springcrest",0,7.33,7.0,0,37.32,157.99,0.5,1,0.22,0,8,200,0.09,5.6,0.03,7.3,89.37,0.13
L127,"Peach, dried",0,50.7,35.7,0,232.9,988.7,0.9,7.2,6.74,0,53.6,1090,0.54,5.95,0.0,50.7,31.3,0.7
L128,"Peach, dried, stewed with sugar",0,24.8,13.0,0,106.9,453.95,0.3,4,2.4,0,19,390,0.07,2,0.0,24.8,71.4,0.2
L129,"Peach, dried, stewed without sugar",0,17.0,13.0,0,76.0,322.69,0.25,2.5,2.5,0,20,410,0.07,2,0.0,17.0,78.1,0.26
L13,"Apple, cooking, flesh, baked without sugar",0,9.9,4.0,0,43.64,185.08,0.31,2.5,0.3,0,3,130,0.1,2,0.4,9.5,85,0.1
L130,"Pear, flesh & skin, raw, Buerre Bosc",0,11.85,11.0,0,52.41,222.26,0.39,2.4,0.43,0,6,96,0.2,3,0.05,11.8,85,0.04
L131,"Pear, flesh & skin, raw, Louise Bonne de Jersey",0,11.85,11.0,0,52.41,222.26,0.39,2.4,0.43,0,6,96,0.2,3,0.05,11.8,85,0.07
L133,"Pear, flesh & skin, raw, Williams' bon Chretien",0,11.65,11.0,0,51.61,218.86,0.39,1.8,0.43,0,6,96,0.22,3,0.05,11.6,85.3,0.09
L134,"Pear, in syrup, canned, drained, Williams' bon Chretien,",0,15.83,6.0,0,65.47,278.12,0.1,3.8,0.39,0,4,56,0.16,5.7,0.13,15.7,81.8,0.13
L135,"Pear, in syrup, canned, undrained",0,19.7,5.0,0,81.2,344.98,0.1,4.8,0.3,0,6,90,0.15,1,0.0,19.7,76.2,0.1
L137,"Pear, cooking, stewed with sugar",0,16.9,5.0,0,68.62,291.6,0.03,4.1,0.2,0,3,78,0.15,2,0.0,16.9,77.3,0.1
L138,"Pear, cooking, stewed",0,8.0,6.0,0,33.02,140.3,0.03,1.6,0.2,0,3,85,0.15,3,0.0,8.0,85.5,0.1
L14,"Apple, cooking, flesh, raw",0,9.5,4.0,0,42.04,178.28,0.31,2.4,0.3,0,4,120,0.09,2,0.4,9.1,85.6,0.1
L144,"Pineapple, flesh, raw",0,11.4,12.0,0,49.4,209.7,0.2,2,0.4,0,17,250,0.8,2,0.0,11.4,86.5,0.1
L146,"Plum, flesh & skin, raw, Black Doris",0,12.35,6.0,0,56.9,241.2,0.5,4,0.36,0,8,170,0.2,3.2,0.05,12.3,87.02,0.09
L147,"Plum, flesh & skin, raw, Coe's Golden Drop",0,13.86,7.0,0,63.98,271.22,0.56,5.2,0.41,0,9,191,0.2,4,0.06,13.8,84,0.18
L148,"Plum, in syrup, canned, drained",0,29.93,7.0,0,122.37,519.95,0.1,13.8,0.66,0,5,100,0.2,8,0.13,29.8,70.66,0.06
L149,"Plum, flesh & skin, raw, Omega",0,13.86,7.0,0,63.98,271.22,0.56,5.2,0.41,0,9,191,0.2,4,0.06,13.8,83,0.06
L15,"Apple, cooking, stewed with sugar",0,16.9,3.0,0,70.76,300.43,0.24,2.1,0.2,0,2,94,0.07,2,0.3,16.6,79.3,0.1
L150,"Plum, flesh & skin, raw, Paterson Late",0,13.86,7.0,0,63.98,271.22,0.56,5.2,0.41,0,9,191,0.2,4,0.06,13.8,83,0.11
L151,"Plum, flesh & skin, raw, Victoria Dessert",0,9.4,11.0,0,44.89,190.08,0.56,3,0.4,0,9,190,0.2,2,0.0,9.4,84.1,0.11
L152,"Plum, cooking, raw",0,8.7,14.0,0,42.09,178.18,0.56,4.3,0.3,0,9,200,0.2,2,0.0,8.7,85.1,0.11
L153,"Plum, cooking, stewed with sugar",0,15.2,11.0,0,65.9,279.58,0.4,7,0.2,0,5,150,0.16,2,0.0,15.2,77.7,0.1
L154,"Plum, cooking, stewed",0,6.81,12.0,0,32.75,138.7,0.39,3.4,0.3,0,6,160,0.17,2,0.0,6.81,86.3,0.08
L155,"Plum, flesh & skin, raw, combined cultivars",0,13.86,6.76,0,63.98,271.22,0.56,5.2,0.41,0,9.01,191,0.22,3.6,0.06,13.8,85.38,0.11
L156,"Juice, pomegranate, fresh extract",0,11.6,3.0,0,47.15,200.39,0,6.7,0.2,0,3,200,0,1,0.0,11.6,85.4,0.3
L157,"Prune, flesh & skin, dried",0,32.5,52.0,0,144.85,615.11,0.4,19.1,1.1,0,42,700,1,7,1.5,31.0,37.1,0.5
L158,"Prune, dried, stewed with sugar",0,27.1,18.0,0,115.81,491.89,0.24,12,1.4,0,13,420,0.5,5,2.3,24.8,57.1,0.2
L159,"Prune, dried, stewed",0,19.5,9.0,0,86.2,365.98,0.3,10.4,1.5,0,6,197,0.3,3,0.0,19.5,69.7,0.1
L16,"Apple, cooking, flesh, stewed",0,8.2,3.0,0,36.14,153.27,0.26,2.1,0.3,0,3,100,0.09,2,0.3,7.9,87.7,0.1
L160,"Quince, flesh, raw",0,11.0,14.0,0,47.8,202.9,0.2,4,0.3,0,6,200,0.3,3,0.0,11.0,84.2,0.4
L161,"Raisin, seedless, composite",0,66.85,53.0,0,284.81,1209.83,0.49,31.63,1.16,0,30,680,3.47,10,0.0,66.85,20.92,0.2
L162,"Raspberry, in syrup, canned, undrained",0,21.7,14.0,0,90.2,383.23,0.1,2.7,1.7,0,11,100,0.23,4,0.1,21.6,74,0.17
L163,"Raspberry, raw",0,4.69,19.0,0,28.41,119.99,0.6,1.7,0.4,0,17,170,0.1,2.2,0.09,4.6,87.65,0.37
L164,"Raspberry, stewed with sugar",0,14.52,39.0,0,65.53,278.13,0.3,2.2,1.1,0,21,210,0.09,3,0.0,14.52,78.1,0.1
L165,"Raspberry, stewed",0,4.29,43.0,0,25.11,106.34,0.3,1.8,1.3,0,23,230,0.1,3,0.0,4.29,87.4,0.1
L166,"Raspberry, frozen, unsweetened, Marcy",0,4.69,19.0,0,28.41,119.99,0.6,1.7,0.4,0,17,170,0.1,2.2,0.09,4.6,87.65,0.37
L167,"Rhubarb, raw",0,1.0,103.0,0,8.3,35.03,0.2,0.5,0.41,0,15,445,0.07,2,0.0,1.0,94,0.18
L168,"Rhubarb, stewed with sugar",0,10.9,84.0,0,45.78,194.54,0.02,0.5,0.3,0,12,360,0.06,2,0.0,10.9,85,0.04
L169,"Rhubarb, stewed without sugar",0,1.0,93.0,0,6.43,27.3,0.02,0.5,0.4,0,13,400,0.06,2,0.0,1.0,94.6,0.04
L17,"Apple, dessert, flesh, raw",0,10.74,4.56,0,49.19,208.35,0.57,2.6,0.15,0,3.92,72.4,0.09,0.71,0.84,9.9,84.41,0.04
L170,"Rhubarb, stewed without sugar, drained",0,1.1,103.0,0,7.08,30.07,0.02,0.6,0.45,0,16,445,0.06,2,0.0,1.1,94.8,0.04
L171,"Strawberry, in syrup, canned, undrained",0,20.9,14.0,0,87.15,370.14,0.2,9.6,0.9,0,7,97,0.4,7,0.1,20.8,79.4,0.2
L173,Sultana,0,75.0,56.0,0,314.6,1336.55,0.4,35.8,2.0,0,37,911,1.1,36,1.8,73.2,16,0.5
L174,"Tamarillo, flesh & seed, raw, red",0,3.83,10.7,0,26.56,112.43,0.36,0.85,0.57,0,20.6,321,0.1,1.44,0.32,3.51,86.08,0.15
L175,"Tamarillo, flesh & seed, raw, yellow",0,3.66,10.6,0,26.71,112.92,0.48,0.82,0.44,0,20.4,292,0.1,1.36,0.28,3.38,86.3,0.17
L176,"Tangerine, flesh, raw",0,7.7,42.0,0,36.1,153.18,0.2,1.7,0.3,0,11,160,0.1,2,0.0,7.7,86.7,0.1
L179,"Tangelo, flesh, raw",0,7.8,22.0,0,34.6,146.93,0.1,1.7,0.3,0,10,140,0.1,4,0.0,7.8,85.9,0.3
L183,"Lemon, flesh, raw",0,2.1,26.0,0,13.6,57.43,0.3,0.9,0.4,0,9,135,1,3,0.0,2.1,92.2,0.1
L184,"Lemon, peel, raw",0,2.8,124.0,0,19.9,84.2,0.3,1.2,0.8,0,14,153,1,6,0.0,2.8,85.5,0.25
L186,"Banana, cooking, baked, Opine",0,34.3,9.0,0,148.5,630.88,0.2,1.7,0.5,0,53,505,1.6,3.5,23.9,10.4,53.3,0.2
L188,"Breadfruit, baked",0,16.7,18.0,0,77.45,328.41,0.6,1.3,0.3,0,23,436,0.6,1,11.3,5.4,73.8,0.1
L189,"Breadfruit, boiled",0,12.19,13.0,0,62.11,262.84,0.9,1,0.2,0,23,350,0.5,1,8.2,3.99,81,0.05
L19,"Apricot, flesh & skin, raw, Moorpark",0,9.55,16.0,0,44.3,187.78,0.4,2.3,0.48,0,9,240,0.17,2.5,0.05,9.5,86.15,0.29
L191,"Pawpaw, raw",0,6.9,29.0,0,30.0,127.38,0.1,3.6,0.5,0,14,144,0.1,7,0.0,6.9,89,0.3
L192,"Custard apple, flesh, raw",0,15.8,17.0,0,74.1,314.18,0.6,5.4,0.3,0,43,250,0.2,4,1.1,14.7,78.7,0.5
L196,"Fruit mix, dried",0,67.85,64.0,0,288.75,1226.06,0.9,33.3,1.8,0,27,530,0,78,0.0,67.85,17.9,0.4
L197,"Pineapple, unripe, flesh",0,8.0,27.0,0,36.84,156.46,0.1,1.5,0.3,0,11,180,0,2,0.0,8.0,86,0.2
L2,"Apple, flesh & skin, raw, Delicious",0,12.99,2.27,0,58.63,248.39,0.63,3.1,0.1,0,2.77,58.5,0.09,0.9,1.19,11.8,84.26,0.02
L20,"Apricot, flesh & skin, raw, Steven's Favourite",0,9.05,12.0,0,43.95,186.16,0.5,2.1,0.53,0,9,210,0.17,2.3,0.05,9.0,85.08,0.18
L204,"Pear, in juice, canned, undrained",0,8.7,6.0,0,36.89,156.77,0,2.3,0.3,0,7,100,0,5,0.0,8.7,86.6,0.2
L21,"Apricot, flesh & skin, raw, Sundrop",0,6.92,13.0,0,35.3,149.49,0.43,1.6,0.29,0,9,270,0.17,2.9,0.02,6.9,87.04,0.2
L210,"Pear, in light syrup, canned, undrained, composite",0,12.7,6.43,0,52.63,223.54,0.1,3.7,0.12,0,4.48,70.1,0,1.8,0.25,12.45,84.52,0.05
L215,"Quince, stewed with sugar",0,17.3,3.0,0,70.36,299.03,0,7.7,0.2,0,2,94,1,2,0.3,17.0,79.3,0.1
L216,"Guava, raw",0,4.98,13.0,0,27.67,116.96,0.5,2.1,0.4,0,12,230,0,5,0.1,4.88,84.7,0.2
L217,"Peach, flesh, raw",0,7.95,4.3,0,35.47,150.59,0.13,1.25,0.28,0,9.7,210,0,0,0.0,7.95,89.5,0.18
L218,"Nectarine, flesh, raw",0,7.5,8.6,0,34.31,145.62,0.17,1.8,0.19,0,11,210,0,1.4,0.0,7.5,89.04,0.05
L220,"Pear, in juice, canned, drained",0,8.6,5.0,0,36.72,156.06,0,2.3,0.4,0,8,103,0,6,0.0,8.6,85.6,0.3
L221,"Avocado, flesh, raw, California",0,1.8,11.6,0,172.17,710.06,17.33,0.5,1.18,0,29.3,582,0.4,9.26,1.0,0.8,72.31,1.1
L222,"Banana, chip, deep fried, composite",0,57.13,18.0,0,525.13,2191.75,32.04,0,1.5,0,70,460,0,2,43.23,13.9,3.45,0.52
L24,"Apricot, flesh & skin, stewed with sugar",0,15.3,14.0,0,63.24,268.7,0.06,4.3,0.2,0,10,240,0.07,2,0.0,15.3,79.4,0.1
L25,"Apricot, flesh & skin, stewed",0,5.4,15.0,0,23.89,101.46,0.06,1.3,0.3,0,10,270,0.07,3,0.0,5.4,87.9,0.1
L27,"Apricot, dried, stewed with sugar",0,19.2,33.0,0,84.54,359.16,0.11,3.7,1.5,0,23,670,0.07,20,0.0,19.2,76.4,0.1
L28,"Apricot, dried, juice added, stewed without sugar",0,24.2,34.0,0,105.69,448.92,0.21,8.8,1.5,0,24,700,0.07,21,0.0,24.2,68.4,0.1
L29,"Avocado, flesh, raw, Fuerte",0,0.58,15.0,0,218.87,902.45,22.2,0.3,1.5,0,30,400,0.22,6,0.08,0.5,68.7,0.81
L3,"Apple, flesh & skin, raw, Dunn's Favourite",0,10.74,5.0,0,49.09,207.92,0.57,2.6,0.15,0,4,72,0.04,0.7,0.84,9.9,85.5,0.03
L31,"Babaco, flesh, raw",0,5.28,12.0,0,23.22,98.5,0.15,1.61,0.36,0,9.68,185,0.6,1.75,0.01,5.27,93.21,0.12
L33,"Bilberry, raw",0,14.2,10.0,0,62.63,265.72,0.37,6.8,0.7,0,5,88,0.13,1,0.0,14.2,84.9,0.1
L34,"Blackberry, raw",0,10.1,63.0,0,49.81,211.08,0.49,3.7,0.9,0,20,210,0.1,4,0.0,10.1,82,0.34
L35,"Blackberry, stewed with sugar",0,12.9,44.0,0,56.9,241.58,0.2,2.3,0.63,0,21,144,0.06,3,0.0,12.9,78.9,0.15
L36,"Blackberry, stewed",0,13.47,54.0,0,59.3,251.86,0.13,2.5,0.8,0,26,180,0.08,3,0.0,13.47,84.6,0.25
L37,"Blackberry, frozen, unsweetened",0,7.3,33.6,0,38.02,160.99,0.48,3.5,0.61,0,20.2,154,0.1,3.75,0.1,7.2,83.84,0.34
L38,"Blackcurrant, frozen, unsweetened, Magnus,",0,7.4,51.5,0,42.39,179.15,0.81,3.28,1.01,0,19.3,230,0.13,4.51,0.14,7.26,81.46,0.32
L39,"Blueberry, frozen, unsweetened, Jersey",0,12.02,11.0,0,54.43,230.83,0.4,5.6,0.52,0,7,70,0.1,5.8,0.22,11.8,83.37,0.25
L4,"Apple, flesh & skin, raw, Gala",0,10.17,5.53,0,46.9,198.6,0.58,2.48,0.17,0,3.52,43.7,0.09,0.45,0.78,9.39,85.84,0.06
L40,"Boysenberry, raw",0,7.21,24.0,0,39.64,167.6,0.7,2.54,0.76,0,16,150,0.1,2.6,0.08,7.13,85.17,0.53
L42,"Cherry, cooking, flesh & skin, raw",0,11.4,17.0,0,50.9,216.08,0.2,5.9,0.3,0,10,264,0.66,3,0.0,11.4,82.8,0.1
L43,"Cherry, cooking, stewed with sugar",0,20.38,14.0,0,85.62,363.7,0.15,5.2,0.18,0,8,211,0.49,2,0.0,20.38,75.1,0.09
L44,"Cherry, cooking, stewed",0,10.1,16.0,0,44.82,190.32,0.13,5.2,0.27,0,9,227,0.53,3,0.0,10.1,84.9,0.09
L45,"Cherry, flesh & skin, raw",0,13.98,15.6,0,61.92,262.85,0.25,7.2,0.73,0,11.6,211,0.66,3.35,0.08,13.9,79.62,0.08
L46,"Cherry, flesh & skin, raw, Bing",0,13.07,14.0,0,57.33,243.4,0.2,6.8,0.54,0,10,180,0.66,3.4,0.07,13.0,81.03,0.06
L47,"Cherry, flesh & skin, raw, Dawson",0,15.4,17.4,0,68.64,291.33,0.31,8.5,0.95,0,13.3,245,0.66,3.27,0.1,15.3,78.21,0.09
L48,"Cranberry, raw",0,3.4,15.0,0,16.9,71.58,0.2,2.2,0.7,0,8,120,0.6,2,0.0,3.4,87,0.13
L49,"Currant, dried",0,66.73,95.0,0,280.67,1192.22,0.5,31.8,1.8,0,36,710,0.94,20,1.8,64.93,22,0.5
L5,"Apple, flesh & skin, raw, Golden Delicious",0,10.46,3.15,0,47.38,200.73,0.51,2.3,0.12,0,3.26,62.5,0.09,0.42,0.56,9.9,84.89,0.04
L50,"Blackcurrant, raw",0,14.83,48.0,0,66.76,283.22,0.41,7.27,1.04,0,14,295,0.2,2,0.0,14.83,81.96,0.27
L51,"Blackcurrant, stewed with sugar",0,23.0,47.0,0,98.6,418.55,0.4,1.6,1.0,0,13,290,0.15,2,0.0,23.0,72.9,0.27
L52,"Blackcurrant, stewed",0,5.59,51.0,0,25.61,108.84,0,2.5,1.1,0,16,320,0.17,3,0.0,5.59,80.7,0.29
L53,"Redcurrant, raw",0,4.4,36.0,0,24.9,105.58,0.2,2,1.2,0,13,280,0.2,2,0.0,4.4,84,0.25
L54,"Redcurrant, red, stewed with sugar",0,12.8,28.0,0,54.7,232.48,0,1.7,0.9,0,10,220,0.15,2,0.0,12.8,80,0.2
L55,"Redcurrant, red, stewed",0,3.8,31.0,0,18.95,80.54,0,1.7,1.0,0,11,240,0.17,2,0.0,3.8,85.3,0.21
L56,"Whitecurrant, white, raw",0,5.6,22.0,0,29.2,123.85,0.2,2.4,0.9,0,13,290,0.2,2,0.0,5.6,84,0.24
L57,"Whitecurrant, stewed with sugar",0,13.7,17.0,0,60.24,255.82,0.16,2.1,0.7,0,10,230,0.15,2,0.0,13.7,77.5,0.19
L58,"Whitecurrant, stewed",0,4.9,19.0,0,25.38,107.65,0.17,2.1,0.8,0,11,250,0.17,2,0.0,4.9,85.7,0.21
L59,"Plum, flesh & skin, raw, Damson",0,9.6,24.0,0,45.98,194.64,0.62,5.2,0.4,0,11,290,0.15,2,0.0,9.6,77.5,0.1
L60,"Plum, stewed with sugar, Damson",0,18.9,17.0,0,76.85,326.61,0,4.9,0.3,0,9,220,0.11,2,0.0,18.9,70.6,0.1
L61,"Plum, stewed, Damson",0,8.1,20.0,0,34.15,145.14,0,4.4,0.3,0,10,240,0.13,2,0.0,8.1,79.5,0.1
L63,"Feijoa, flesh, raw, Coolidge",0,5.49,6.0,0,27.61,116.91,0.35,0.7,0.11,0,7,124,0.2,3,0.29,5.2,86.5,0.06
L64,"Feijoa, flesh, raw, Mammoth",0,10.4,6.95,0,47.79,202.6,0.41,1.5,0.14,0,7.12,124,0.2,4.4,0.3,10.1,84.65,0.06
L65,"Feijoa, flesh, raw, Superb",0,6.49,6.0,0,32.36,137.09,0.35,0.6,0.11,0,7,124,0.2,3,0.29,6.2,85,0.06
L66,"Feijoa, flesh, raw, Triumph",0,9.51,4.77,0,43.24,183.4,0.3,1.5,0.09,0,6.52,131,0.2,3,0.3,9.21,85.37,0.05
L67,"Feijoa, flesh, raw, combined varieties",0,7.98,5.69,0,37.57,159.24,0.35,1.2,0.11,0,6.65,124,0.2,2.52,0.29,7.69,85.38,0.06
L68,"Fig, dried",0,54.5,200.0,0,246.9,1047.33,1.6,25.4,1.4,0,73,780,1,39,1.9,52.6,21.3,0.5
L69,"Fig, dried, fruit & juice, stewed with sugar",0,34.0,140.0,0,150.7,639.48,0.8,13.8,2.2,0,48,530,0.7,46,0.8,33.2,50.1,0.5
L7,"Apple, flesh & skin, raw, Gravenstein",0,10.11,5.35,0,46.57,197.21,0.57,2.4,0.15,0,4.47,98.6,0.09,0.7,1.01,9.1,84.6,0.04
L70,"Fig, dried, fruit & juice, stewed without sugar",0,17.9,160.0,0,78.15,331.89,0.2,7.74,2.3,0,51,560,0.6,48,0.7,17.2,74.2,0.5
L71,"Fig, green, raw",0,9.5,34.0,0,45.95,194.91,0.3,4.9,0.4,0,20,270,0.2,2,0.0,9.5,84.6,0.3
L72,"Pie filling, assorted fruits, canned",0,24.5,18.0,0,104.4,442.95,0.6,5.4,0.5,0,4,79,0.37,30,1.7,22.8,72.6,0.1
L75,"Gooseberry, green, flesh, skin & seeds, raw",0,3.4,28.0,0,23.32,98.39,0.58,1.5,0.3,0,7,210,0.1,2,0.0,3.4,89.9,0.1
L76,"Gooseberry, stewed with sugar",0,12.0,22.0,0,55.46,235.16,0.44,1.2,0.2,0,5,160,0.07,2,0.0,12.0,82.7,0.1
L77,"Gooseberry, stewed",0,2.9,24.0,0,19.85,83.74,0.5,1.2,0.3,0,6,180,0.08,2,0.0,2.9,91.4,0.1
L78,"Gooseberry, flesh, skin & seeds, raw",0,9.1,19.0,0,43.87,185.72,0.58,3.9,0.6,0,9,170,0.1,1,0.0,9.1,83.7,0.1
L79,"Grapefruit, in syrup, canned, undrained",0,15.4,17.0,0,64.5,274.0,0.1,6.7,0.7,0,7,79,0.1,10,0.0,15.4,81.8,0.4
L8,"Apple, flesh & skin, raw, Jonathan",0,10.41,6.93,0,47.77,202.31,0.57,2.5,0.15,0,4.13,67.3,0.09,0.7,0.41,10.0,83.85,0.04
L80,"Grapefruit, flesh, raw",0,5.0,17.0,0,23.4,99.33,0.1,2,0.3,0,10,230,0.1,1,0.0,5.0,90.7,0.1
L81,"Grapefruit, flesh, raw, Morrison's Seedless",0,10.07,4.0,0,42.43,180.2,0.1,3.9,0.06,0,11,160,0.1,1.6,0.27,9.8,88.39,0.03
L82,"Grape, flesh, raw, black",0,15.5,9.0,0,65.15,276.76,0.1,7.7,0.3,0,4,320,0.17,2,0.0,15.5,80.7,0.1
L83,"Grape, flesh & skin, raw, white",0,16.1,12.0,0,67.8,288.03,0.1,8,0.3,0,7,250,0.17,2,0.0,16.1,79.3,0.1
L84,"Greengage, flesh & skin, raw",0,9.47,17.0,0,45.92,194.46,0.56,4.7,0.4,0,8,310,0.2,1,0.0,9.47,82,0.1
L85,"Greengage, stewed with sugar",0,20.0,13.0,0,86.12,365.47,0.43,4.9,0.3,0,5,240,0.15,1,0.0,20.0,72.8,0.1
L86,"Greengage, stewed",0,8.5,15.0,0,40.48,171.45,0.47,4.3,0.3,0,6,260,0.17,1,0.0,8.5,83.3,0.1
L87,"Guava, in syrup, canned, undrained",0,15.5,8.0,0,67.1,284.68,0.4,5.5,0.5,0,6,120,0.2,7,0.0,15.5,77.6,0.4
L88,"Kiwifruit, green, flesh & seed, fresh, raw, Bruno",0,8.3,29.5,0,43.47,183.77,0.78,3.2,0.26,0,12.9,242,0.1,3.2,0.4,7.9,84.89,0.11
L9,"Apple, flesh & skin, raw, Kidd's Orange",0,10.78,5.0,0,49.25,208.6,0.57,2.64,0.15,0,4,72,0.09,0.7,0.84,9.94,86,0.04
L91,"Juice, lemon, raw",0,1.6,8.0,0,9.45,39.91,0.2,0.5,0.1,0,7,140,0,2,0.0,1.6,91.3,0.05
L92,"Lemon, flesh & skin, raw",0,3.2,110.0,0,18.95,80.1,0.35,1.4,0.4,0,12,160,1,6,0.0,3.2,85.2,0.1
L93,"Loganberry, in juice, canned, undrained",0,25.1,18.0,0,102.9,437.33,0,1.7,1.4,0,11,97,0.2,1,0.0,25.1,66.3,0.1
L94,"Loganberry, raw",0,3.4,35.0,0,20.55,86.96,0.3,1.9,1.4,0,25,260,0.1,3,0.0,3.4,85,0.33
L95,"Loganberry, stewed with sugar",0,12.9,29.0,0,55.1,234.18,0,1.7,1.2,0,21,220,0.08,3,0.0,12.9,78.9,0.28
L96,"Loganberry, stewed",0,2.9,32.0,0,15.6,66.3,0,1.6,1.3,0,23,240,0.09,3,0.0,2.9,87.2,0.3
L97,"Lychee, in syrup, canned, undrained",0,17.7,4.0,0,72.3,307.28,0,8.6,0.7,0,6,75,0.8,2,0.0,17.7,79.3,0.2
L98,"Lychee, flesh, raw",0,16.0,8.0,0,70.2,297.98,0.3,7.8,0.5,0,10,170,1.8,3,0.0,16.0,82,0.31
L99,"Mandarin, in syrup, canned, undrained",0,14.0,18.0,0,59.4,252.33,0.1,4.7,0.4,0,9,88,0.1,9,0.1,13.9,84.3,0.4
M100,"Pork, midloin chop, separable lean 81% & fat 19%, raw",0,0.0,13.0,70,167.2,698.35,9.8,0,1.1,0,24,414,9.6,63,0.0,0.0,69.8,1.8
